buffer_id,level,capacity,t_s
B10,1,2,5643
B16,1,2,5644
B06,0,2,5644
B12,0,2,5645
B16,0,2,5647
B15,1,1,5649
B14,2,3,5649
B02,1,2,5649
B01,0,1,5649
B15,0,1,5653
B19,1,3,5661
B09,3,3,5670
B08,1,2,5677
B07,0,1,5677
B05,2,3,5678
B19,2,3,5680
B18,0,2,5680
B08,0,2,5680
B18,1,2,5683
B17,0,3,5683
B04,1,3,5683
B03,2,3,5683
B03,3,3,5683
B02,0,2,5683
B04,0,3,5686
B01,1,1,5686
B06,1,2,5691
B05,1,3,5691
B10,2,2,5694
B09,2,3,5694
B17,1,3,5697
B14,3,3,5699
B13,0,3,5699
B07,1,1,5701
B06,0,2,5701
B16,1,2,5703
B13,1,3,5704
B12,1,2,5704
B11,1,2,5704
B11,2,2,5704
B10,1,2,5704
B16,0,2,5706
B12,0,2,5707
B02,1,2,5708
B01,0,1,5708
B19,1,3,5715
B15,1,1,5722
B14,2,3,5722
B09,3,3,5727
B15,0,1,5728
B19,2,3,5731
B18,0,2,5731
B18,1,2,5731
B17,0,3,5731
B08,1,2,5737
B07,0,1,5737
B06,1,2,5737
B05,0,3,5737
B08,0,2,5739
B01,1,1,5740
B05,1,3,5744
B13,2,3,5753
B10,2,2,5753
B09,2,3,5753
B07,1,1,5754
B06,0,2,5754
B17,1,3,5758
B14,3,3,5759
B13,1,3,5759
B02,2,2,5761
B01,0,1,5761
B12,1,2,5762
B11,1,2,5762
B11,2,2,5762
B10,1,2,5762
B12,0,2,5767
B19,1,3,5775
B15,1,1,5779
B14,2,3,5779
B18,2,2,5780
B17,0,3,5780
B16,1,2,5781
B06,1,2,5782
B05,0,3,5782
B04,1,3,5782
B03,2,3,5782
B03,3,3,5782
B02,1,2,5782
B16,0,2,5784
B15,0,1,5784
B04,0,3,5785
B19,2,3,5788
B18,1,2,5788
B09,3,3,5793
B01,1,1,5794
B08,1,2,5795
B07,0,1,5795
B08,0,2,5798
B07,1,1,5811
B06,0,2,5811
B12,1,2,5814
B11,1,2,5814
B11,2,2,5814
B10,0,2,5814
B10,1,2,5815
B09,2,3,5815
B14,3,3,5816
B13,0,3,5816
B13,1,3,5824
B12,0,2,5824
B02,2,2,5827
B01,0,1,5827
B18,2,2,5830
B05,1,3,5833
B17,1,3,5835
B19,1,3,5836
B16,1,2,5837
B06,1,2,5838
B19,2,3,5839
B18,1,2,5839
B15,1,1,5839
B14,2,3,5839
B05,0,3,5839
B17,0,3,5840
B16,0,2,5840
B04,1,3,5840
B03,2,3,5840
B03,3,3,5840
B02,1,2,5840
B04,0,3,5843
B15,0,1,5845
B08,1,2,5845
B07,0,1,5845
B09,3,3,5849
B08,0,2,5849
B01,1,1,5849
B07,1,1,5869
B06,0,2,5869
B14,3,3,5875
B13,0,3,5875
B12,1,2,5875
B11,1,2,5875
B11,2,2,5875
B10,0,2,5875
B02,2,2,5878
B01,0,1,5878
B10,1,2,5881
B09,2,3,5881
B19,1,3,5883
B06,1,2,5884
B19,2,3,5885
B18,0,2,5885
B13,1,3,5888
B12,0,2,5888
B17,1,3,5892
B16,1,2,5895
B16,0,2,5897
B05,1,3,5897
B01,1,1,5898
B08,1,2,5899
B07,0,1,5899
B18,1,2,5900
B17,0,3,5900
B04,1,3,5900
B03,2,3,5900
B03,3,3,5900
B02,1,2,5900
B15,1,1,5903
B14,2,3,5903
B09,3,3,5903
B08,0,2,5903
B05,0,3,5903
B04,0,3,5903
B15,0,1,5908
B07,1,1,5929
B06,0,2,5929
B12,1,2,5931
B11,1,2,5931
B11,2,2,5931
B10,0,2,5931
B14,3,3,5934
B13,0,3,5934
B10,1,2,5936
B09,2,3,5936
B19,1,3,5939
B02,2,2,5940
B01,0,1,5940
B09,3,3,5946
B19,2,3,5947
B18,0,2,5947
B17,1,3,5947
B13,1,3,5948
B12,0,2,5948
B01,1,1,5952
B06,1,2,5953
B05,1,3,5958
B18,1,2,5960
B17,0,3,5960
B16,1,2,5962
B08,1,2,5963
B07,0,1,5963
B05,0,3,5963
B16,0,2,5965
B08,0,2,5965
B04,1,3,5965
B03,2,3,5965
B03,3,3,5965
B02,1,2,5965
B04,0,3,5968
B15,1,1,5969
B14,2,3,5969
B15,0,1,5973
B12,1,2,5983
B11,1,2,5983
B11,2,2,5983
B10,0,2,5983
B07,1,1,5983
B06,0,2,5983
B14,3,3,5989
B13,0,3,5989
B02,2,2,5991
B01,0,1,5991
B19,3,3,5999
B18,0,2,5999
B13,1,3,5999
B12,0,2,5999
B19,2,3,6006
B18,1,2,6008
B17,1,3,6015
B10,1,2,6016
B09,2,3,6016
B09,3,3,6016
B06,1,2,6017
B17,0,3,6020
B08,1,2,6021
B07,0,1,6021
B05,1,3,6022
B08,0,2,6023
B01,1,1,6023
B05,0,3,6027
B04,1,3,6027
B03,2,3,6027
B03,3,3,6027
B02,1,2,6027
B16,1,2,6030
B15,1,1,6030
B14,2,3,6030
B04,0,3,6030
B16,0,2,6033
B15,0,1,6035
B14,3,3,6039
B13,0,3,6039
B13,1,3,6039
B02,2,2,6047
B01,0,1,6047
B12,1,2,6048
B11,1,2,6048
B11,2,2,6048
B10,0,2,6048
B07,1,1,6049
B06,0,2,6049
B12,0,2,6051
B19,3,3,6052
B18,0,2,6052
B19,2,3,6057
B10,1,2,6068
B09,2,3,6068
B09,3,3,6068
B08,1,2,6070
B07,0,1,6070
B01,1,1,6071
B08,0,2,6072
B18,1,2,6076
B06,1,2,6081
B16,1,2,6082
B04,1,3,6085
B03,2,3,6085
B03,3,3,6085
B02,1,2,6085
B17,1,3,6086
B16,0,2,6086
B17,0,3,6092
B15,1,1,6092
B14,2,3,6092
B15,0,1,6097
B02,2,2,6098
B01,0,1,6098
B14,3,3,6104
B13,0,3,6104
B07,1,1,6107
B06,0,2,6107
B12,1,2,6108
B11,1,2,6108
B11,2,2,6108
B10,0,2,6108
B19,2,3,6112
B19,3,3,6112
B18,0,2,6112
B10,1,2,6113
B09,2,3,6113
B13,1,3,6121
B12,0,2,6121
B01,1,1,6122
B08,1,2,6128
B07,0,1,6128
B09,3,3,6131
B08,0,2,6131
B17,1,3,6139
B04,2,3,6142
B03,2,3,6142
B03,3,3,6142
B02,1,2,6142
B18,1,2,6145
B17,0,3,6145
B15,1,1,6149
B14,2,3,6149
B16,1,2,6154
B15,0,1,6154
B16,0,2,6157
B02,2,2,6158
B01,0,1,6158
B07,1,1,6166
B14,3,3,6168
B13,0,3,6168
B01,1,1,6170
B19,2,3,6172
B19,3,3,6172
B18,0,2,6172
B13,1,3,6175
B12,1,2,6175
B11,1,2,6175
B11,2,2,6175
B10,0,2,6175
B10,1,2,6175
B09,2,3,6175
B12,0,2,6179
B09,3,3,6185
B08,1,2,6185
B07,0,1,6185
B08,0,2,6187
B18,1,2,6200
B15,1,1,6202
B14,2,3,6202
B16,1,2,6209
B15,0,1,6209
B17,1,3,6211
B16,0,2,6212
B04,3,3,6214
B03,2,3,6214
B03,3,3,6214
B02,1,2,6214
B02,2,2,6214
B01,0,1,6214
B17,0,3,6216
B19,2,3,6225
B12,1,2,6231
B11,1,2,6231
B11,2,2,6231
B10,0,2,6231
B14,3,3,6232
B13,0,3,6232
B19,3,3,6234
B18,0,2,6234
B10,1,2,6234
B09,2,3,6234
B13,1,3,6236
B12,0,2,6236
B08,1,2,6237
B01,1,1,6237
B09,3,3,6239
B08,0,2,6240
B16,1,2,6261
B15,1,1,6266
B14,2,3,6266
B18,1,2,6270
B15,0,1,6271
B17,1,3,6274
B16,0,2,6274
B19,2,3,6277
B17,0,3,6278
B19,3,3,6287
B18,0,2,6287
B14,3,3,6287
B13,0,3,6287
B12,1,2,6293
B11,1,2,6293
B11,2,2,6293
B10,0,2,6293
B10,1,2,6293
B09,2,3,6293
B09,3,3,6293
B13,1,3,6300
B12,0,2,6300
B16,1,2,6320
B15,1,1,6327
B14,2,3,6327
B15,0,1,6331
B17,1,3,6336
B16,0,2,6336
B19,2,3,6338
B18,1,2,6339
B17,0,3,6340
B19,3,3,6351
B18,0,2,6351
B14,3,3,6352
B13,0,3,6352
B12,1,2,6352
B11,1,2,6352
B11,2,2,6352
B10,0,2,6352
B10,1,2,6355
B09,2,3,6355
B15,1,1,6381
B14,2,3,6381
B17,1,3,6384
B16,1,2,6384
B16,0,2,6386
B15,0,1,6386
B19,2,3,6391
B13,1,3,6391
B12,0,2,6391
B18,1,2,6399
B17,0,3,6399
B19,3,3,6404
B18,0,2,6404
B05,1,3,6404
B04,2,3,6404
B04,3,3,6404
B03,2,3,6404
B03,3,3,6404
B02,1,2,6404
B02,2,2,6404
B01,0,1,6404
B01,1,1,6404
B05,0,3,6409
B14,3,3,6416
B13,0,3,6416
B10,2,2,6416
B09,1,3,6416
B17,1,3,6433
B19,2,3,6436
B15,1,1,6438
B14,2,3,6438
B16,1,2,6439
B16,0,2,6442
B15,0,1,6443
B13,1,3,6446
B18,1,2,6460
B17,0,3,6460
B06,1,2,6460
B05,1,3,6463
B04,2,3,6463
B06,0,2,6466
B05,0,3,6468
B19,3,3,6469
B18,0,2,6469
B04,3,3,6469
B03,2,3,6469
B03,3,3,6469
B02,1,2,6469
B02,2,2,6469
B01,0,1,6469
B01,1,1,6469
B19,2,3,6486
B16,1,2,6487
B14,3,3,6487
B13,0,3,6487
B17,1,3,6500
B16,0,2,6500
B15,1,1,6501
B14,2,3,6501
B15,0,1,6506
B18,1,2,6510
B17,0,3,6510
B07,1,1,6510
B06,1,2,6514
B05,1,3,6515
B04,2,3,6515
B07,0,1,6516
B05,0,3,6519
B06,0,2,6520
B19,3,3,6524
B18,0,2,6524
B04,3,3,6529
B03,2,3,6529
B03,3,3,6530
B02,1,2,6530
B02,2,2,6530
B01,0,1,6530
B17,1,3,6544
B14,3,3,6544
B19,2,3,6549
B16,1,2,6556
B16,0,2,6558
B15,1,1,6562
B14,2,3,6562
B06,1,2,6566
B15,0,1,6567
B18,1,2,6568
B17,0,3,6568
B08,1,2,6574
B05,1,3,6575
B04,2,3,6575
B08,0,2,6576
B05,0,3,6580
B19,3,3,6581
B18,0,2,6581
B07,1,1,6584
B06,0,2,6584
B04,3,3,6584
B03,2,3,6584
B03,3,3,6584
B02,1,2,6584
B12,1,2,6586
B11,1,2,6586
B11,2,2,6586
B10,1,2,6586
B10,2,2,6586
B09,0,3,6586
B02,2,2,6587
B07,0,1,6589
B12,0,2,6590
B19,2,3,6608
B16,1,2,6611
B18,1,2,6618
B17,1,3,6618
B16,0,2,6618
B15,1,1,6621
B14,1,3,6621
B17,0,3,6624
B15,0,1,6627
B09,1,3,6627
B06,1,2,6627
B19,3,3,6641
B18,0,2,6641
B12,1,2,6642
B11,1,2,6642
B11,2,2,6642
B10,1,2,6642
B05,1,3,6643
B04,2,3,6643
B04,3,3,6643
B03,2,3,6643
B03,3,3,6643
B02,1,2,6643
B08,1,2,6646
B05,0,3,6647
B08,0,2,6649
B10,2,2,6650
B09,0,3,6650
B07,1,1,6651
B06,0,2,6651
B07,0,1,6656
B13,1,3,6663
B12,0,2,6663
B19,2,3,6667
B13,0,3,6668
B17,1,3,6677
B16,1,2,6680
B18,1,2,6683
B17,0,3,6683
B16,0,2,6683
B15,1,1,6685
B14,0,3,6685
B15,0,1,6689
B12,1,2,6699
B11,1,2,6699
B19,3,3,6700
B18,0,2,6700
B09,1,3,6700
B07,1,1,6702
B05,1,3,6704
B04,2,3,6704
B04,3,3,6704
B03,2,3,6704
B03,3,3,6704
B02,0,2,6704
B01,1,1,6708
B11,2,2,6709
B10,1,2,6709
B10,2,2,6709
B09,0,3,6709
B06,1,2,6712
B05,0,3,6712
B01,0,1,6712
B08,1,2,6713
B07,0,1,6713
B08,0,2,6716
B06,0,2,6718
B19,2,3,6721
B14,1,3,6723
B17,1,3,6728
B13,1,3,6730
B12,0,2,6730
B13,0,3,6733
B18,1,2,6740
B17,0,3,6740
B16,1,2,6747
B16,0,2,6750
B19,3,3,6752
B18,0,2,6752
B15,1,1,6756
B14,0,3,6756
B12,1,2,6758
B11,1,2,6758
B01,1,1,6759
B15,0,1,6760
B06,1,2,6762
B05,1,3,6762
B04,2,3,6762
B04,3,3,6762
B03,2,3,6762
B02,1,2,6762
B11,2,2,6763
B10,1,2,6763
B10,2,2,6763
B01,0,1,6763
B08,1,2,6765
B05,0,3,6766
B09,1,3,6767
B08,0,2,6768
B09,0,3,6773
B07,1,1,6773
B06,0,2,6773
B19,2,3,6774
B07,0,1,6777
B13,1,3,6781
B12,0,2,6781
B18,1,2,6790
B17,1,3,6793
B17,0,3,6799
B19,3,3,6803
B18,0,2,6803
B14,1,3,6805
B13,0,3,6805
B01,1,1,6805
B15,1,1,6808
B14,0,3,6808
B02,2,2,6811
B01,0,1,6811
B09,1,3,6818
B12,1,2,6819
B11,1,2,6819
B11,2,2,6822
B10,1,2,6822
B06,1,2,6822
B05,1,3,6827
B04,2,3,6827
B04,3,3,6827
B03,1,3,6827
B16,1,2,6828
B15,0,1,6828
B16,0,2,6830
B05,0,3,6831
B07,1,1,6832
B06,0,2,6832
B13,1,3,6833
B12,0,2,6833
B10,2,2,6833
B09,0,3,6833
B08,1,2,6838
B07,0,1,6838
B03,2,3,6838
B02,1,2,6838
B19,2,3,6840
B08,0,2,6840
B18,1,2,6850
B01,1,1,6854
B19,3,3,6861
B18,0,2,6861
B14,1,3,6861
B13,0,3,6861
B15,1,1,6871
B14,0,3,6871
B05,1,3,6872
B04,2,3,6872
B02,2,2,6874
B01,0,1,6874
B12,1,2,6879
B11,1,2,6879
B16,1,2,6880
B15,0,1,6880
B11,2,2,6880
B10,1,2,6880
B07,1,1,6881
B06,1,2,6885
B05,0,3,6885
B13,1,3,6887
B12,0,2,6887
B04,3,3,6888
B03,1,3,6888
B17,1,3,6890
B16,0,2,6890
B08,1,2,6891
B07,0,1,6891
B06,0,2,6891
B19,2,3,6892
B10,2,2,6896
B17,0,3,6897
B09,1,3,6901
B08,0,2,6901
B09,0,3,6907
B01,1,1,6911
B19,3,3,6913
B14,1,3,6924
B13,0,3,6924
B05,1,3,6928
B04,2,3,6928
B16,1,2,6931
B12,1,2,6934
B11,1,2,6934
B11,2,2,6934
B10,1,2,6934
B17,1,3,6938
B16,0,2,6938
B15,1,1,6938
B14,0,3,6938
B13,1,3,6939
B12,0,2,6939
B06,1,2,6939
B05,0,3,6939
B15,0,1,6943
B18,1,2,6947
B17,0,3,6947
B08,1,2,6948
B19,2,3,6950
B18,0,2,6950
B09,1,3,6950
B07,1,1,6950
B06,0,2,6950
B08,0,2,6951
B04,3,3,6951
B03,0,3,6951
B07,0,1,6957
B10,2,2,6960
B09,0,3,6960
B17,1,3,6984
B05,1,3,6984
B04,2,3,6984
B13,2,3,6994
B06,1,2,6995
B05,0,3,6995
B16,1,2,6996
B12,1,2,6996
B11,1,2,6996
B11,2,2,6996
B10,1,2,6996
B07,1,1,6997
B18,1,2,6998
B17,0,3,6998
B16,0,2,6998
B15,1,1,6999
B14,1,3,6999
B13,1,3,6999
B12,0,2,7000
B06,0,2,7000
B09,1,3,7001
B14,0,3,7002
B19,1,3,7003
B15,0,1,7004
B04,3,3,7008
B19,2,3,7012
B18,0,2,7012
B10,2,2,7013
B09,0,3,7013
B08,1,2,7025
B07,0,1,7025
B08,0,2,7028
B17,1,3,7038
B05,1,3,7039
B04,2,3,7039
B07,1,1,7048
B18,1,2,7049
B17,0,3,7049
B13,2,3,7049
B19,1,3,7051
B16,1,2,7055
B14,1,3,7057
B13,1,3,7057
B16,0,2,7058
B12,1,2,7058
B11,1,2,7058
B11,2,2,7058
B10,1,2,7058
B06,1,2,7060
B05,0,3,7060
B12,0,2,7061
B19,2,3,7062
B18,0,2,7062
B10,2,2,7065
B03,1,3,7065
B02,1,2,7065
B02,2,2,7065
B01,0,1,7065
B01,1,1,7065
B15,1,1,7066
B14,0,3,7066
B06,0,2,7067
B03,0,3,7068
B15,0,1,7070
B09,1,3,7078
B09,0,3,7084
B08,1,2,7085
B07,0,1,7085
B08,0,2,7088
B17,1,3,7098
B05,1,3,7101
B04,1,3,7101
B18,1,2,7109
B17,0,3,7109
B12,1,2,7110
B11,1,2,7110
B11,2,2,7110
B10,1,2,7110
B03,1,3,7113
B02,1,2,7113
B07,1,1,7116
B19,1,3,7119
B19,2,3,7121
B18,0,2,7121
B14,1,3,7121
B13,0,3,7121
B06,1,2,7121
B05,0,3,7121
B02,2,2,7121
B01,0,1,7121
B01,1,1,7121
B15,1,1,7124
B14,0,3,7124
B13,1,3,7127
B12,0,2,7127
B06,0,2,7127
B16,1,2,7128
B15,0,1,7129
B04,2,3,7129
B03,0,3,7129
B16,0,2,7131
B09,1,3,7138
B10,2,2,7143
B08,1,2,7143
B07,0,1,7143
B09,0,3,7144
B08,0,2,7145
B05,1,3,7156
B04,1,3,7156
B18,1,2,7165
B12,1,2,7166
B11,1,2,7166
B11,2,2,7166
B10,1,2,7166
B03,1,3,7170
B02,1,2,7170
B07,1,1,7175
B06,1,2,7177
B05,0,3,7177
B02,2,2,7177
B01,0,1,7177
B01,1,1,7177
B19,1,3,7181
B13,2,3,7181
B12,0,2,7181
B06,0,2,7182
B19,2,3,7183
B18,0,2,7183
B16,1,2,7184
B15,1,1,7187
B15,0,1,7192
B14,1,3,7194
B13,1,3,7194
B04,2,3,7194
B03,0,3,7194
B17,1,3,7197
B16,0,2,7197
B14,0,3,7197
B17,0,3,7800
B08,1,2,7802
B07,0,1,7802
B09,1,3,7803
B08,0,2,7804
B10,2,2,7807
B09,0,3,7809
B05,1,3,7816
B04,1,3,7816
B03,1,3,7823
B02,1,2,7823
B06,1,2,7825
B05,0,3,7825
B12,1,2,7827
B11,1,2,7827
B11,2,2,7827
B10,1,2,7827
B07,1,1,7828
B06,0,2,7829
B02,2,2,7830
B01,0,1,7830
B01,1,1,7830
B19,3,3,7835
B13,2,3,7844
B12,0,2,7844
B19,2,3,7846
B16,1,2,7846
B18,1,2,7854
B08,1,2,7854
B07,0,1,7854
B17,1,3,7856
B16,0,2,7856
B09,1,3,7857
B08,0,2,7857
B18,0,2,7858
B14,1,3,7858
B13,1,3,7858
B17,0,3,7861
B04,2,3,7863
B03,0,3,7863
B15,1,1,7865
B14,0,3,7865
B15,0,1,7871
B06,1,2,7873
B05,1,3,7873
B04,1,3,7873
B10,2,2,7877
B09,0,3,7877
B05,0,3,7877
B03,1,3,7881
B02,1,2,7881
B02,2,2,7886
B01,0,1,7886
B12,1,2,7892
B11,1,2,7892
B11,2,2,7892
B10,1,2,7892
B01,1,1,7896
B09,1,3,7905
B07,1,1,7906
B06,0,2,7906
B13,2,3,7907
B12,0,2,7907
B17,1,3,7912
B19,1,3,7914
B18,1,2,7919
B17,0,3,7919
B04,2,3,7926
B03,0,3,7926
B19,2,3,7927
B18,0,2,7927
B16,1,2,7929
B08,1,2,7931
B07,0,1,7931
B05,1,3,7931
B04,1,3,7931
B16,0,2,7932
B15,1,1,7933
B08,0,2,7933
B14,1,3,7934
B13,1,3,7934
B03,1,3,7935
B02,1,2,7935
B14,0,3,7937
B15,0,1,7938
B06,1,2,7938
B05,0,3,7938
B02,2,2,7943
B01,0,1,7943
B10,2,2,7945
B09,0,3,7945
B01,1,1,7950
B13,2,3,7962
B12,1,2,7962
B11,1,2,7962
B11,2,2,7962
B10,1,2,7962
B12,0,2,7966
B07,1,1,7971
B06,0,2,7971
B17,1,3,7974
B18,1,2,7975
B17,0,3,7980
B08,1,2,7982
B07,0,1,7982
B09,1,3,7984
B03,2,3,7984
B02,1,2,7984
B08,0,2,7985
B19,1,3,7989
B04,2,3,7991
B03,1,3,7991
B02,2,2,7992
B01,0,1,7992
B06,1,2,7994
B15,1,1,7995
B14,1,3,7995
B13,1,3,7995
B14,0,3,7998
B05,1,3,7998
B04,1,3,7998
B19,2,3,8000
B18,0,2,8000
B05,0,3,8003
B16,1,2,8004
B15,0,1,8004
B16,0,2,8006
B10,2,2,8007
B09,0,3,8007
B12,1,2,8014
B11,1,2,8014
B11,2,2,8014
B10,1,2,8014
B13,2,3,8016
B12,0,2,8017
B01,1,1,8018
B09,1,3,8033
B07,1,1,8035
B06,0,2,8035
B18,1,2,8040
B08,1,2,8042
B07,0,1,8042
B08,0,2,8044
B04,2,3,8045
B03,0,3,8045
B03,1,3,8045
B02,1,2,8045
B02,2,2,8045
B01,0,1,8045
B06,1,2,8055
B14,1,3,8056
B13,1,3,8056
B15,1,1,8059
B14,0,3,8059
B19,3,3,8062
B18,0,2,8062
B16,1,2,8066
B15,0,1,8066
B05,1,3,8067
B04,1,3,8067
B17,1,3,8069
B16,0,2,8069
B13,2,3,8069
B12,1,2,8069
B11,1,2,8069
B11,2,2,8069
B10,0,2,8069
B19,2,3,8072
B12,0,2,8072
B10,1,2,8073
B09,0,3,8073
B05,0,3,8073
B17,0,3,8074
B01,1,1,8080
B07,1,1,8094
B06,0,2,8094
B09,1,3,8101
B04,2,3,8108
B03,0,3,8108
B03,1,3,8111
B02,1,2,8111
B02,2,2,8111
B01,0,1,8111
B08,1,2,8115
B07,0,1,8115
B15,1,1,8117
B08,0,2,8117
B17,1,3,8118
B14,1,3,8118
B13,1,3,8118
B05,1,3,8118
B04,1,3,8118
B14,0,3,8122
B19,3,3,8123
B13,2,3,8124
B16,1,2,8127
B15,0,1,8127
B16,0,2,8129
B12,1,2,8132
B11,1,2,8132
B11,2,2,8132
B10,0,2,8132
B01,1,1,8133
B18,1,2,8134
B17,0,3,8134
B06,1,2,8135
B05,0,3,8135
B12,0,2,8136
B18,0,2,8138
B10,1,2,8145
B09,0,3,8145
B07,1,1,8145
B06,0,2,8145
B19,2,3,8152
B09,1,3,8164
B03,2,3,8169
B02,1,2,8169
B02,2,2,8169
B01,0,1,8169
B08,1,2,8172
B07,0,1,8172
B08,0,2,8175
B04,2,3,8179
B03,1,3,8179
B14,1,3,8183
B13,1,3,8183
B01,1,1,8184
B12,1,2,8186
B11,1,2,8186
B11,2,2,8186
B10,0,2,8186
B16,1,2,8187
B05,1,3,8187
B04,1,3,8187
B19,3,3,8188
B17,1,3,8193
B16,0,2,8193
B06,1,2,8196
B05,0,3,8196
B15,1,1,8199
B14,0,3,8199
B13,2,3,8202
B12,0,2,8202
B15,0,1,8203
B10,1,2,8206
B09,0,3,8206
B07,1,1,8206
B06,0,2,8206
B18,1,2,8216
B17,0,3,8216
B18,0,2,8220
B03,2,3,8220
B02,1,2,8220
B02,2,2,8222
B01,0,1,8222
B09,1,3,8233
B06,1,2,8239
B14,1,3,8240
B13,1,3,8240
B19,2,3,8243
B04,2,3,8244
B03,1,3,8244
B17,1,3,8249
B12,1,2,8249
B11,1,2,8249
B11,2,2,8249
B10,0,2,8249
B16,1,2,8255
B05,1,3,8255
B04,1,3,8255
B16,0,2,8257
B05,0,3,8260
B15,1,1,8262
B14,0,3,8262
B10,1,2,8264
B09,0,3,8264
B15,0,1,8267
B18,1,2,8268
B17,0,3,8268
B08,1,2,8275
B07,0,1,8275
B07,1,1,8275
B06,0,2,8275
B08,0,2,8278
B03,2,3,8278
B02,1,2,8278
B02,2,2,8278
B13,2,3,8282
B12,0,2,8282
B19,3,3,8289
B18,0,2,8289
B04,2,3,8293
B03,1,3,8293
B14,1,3,8304
B13,1,3,8304
B17,1,3,8306
B06,1,2,8307
B12,1,2,8313
B11,1,2,8313
B11,2,2,8313
B10,0,2,8313
B05,1,3,8313
B04,1,3,8313
B16,1,2,8316
B05,0,3,8318
B16,0,2,8319
B18,1,2,8321
B17,0,3,8321
B10,1,2,8322
B19,2,3,8326
B03,2,3,8332
B02,1,2,8332
B08,1,2,8333
B07,0,1,8333
B15,1,1,8334
B14,0,3,8334
B09,1,3,8334
B08,0,2,8337
B15,0,1,8339
B01,1,1,8339
B09,0,3,8340
B07,1,1,8340
B06,0,2,8340
B01,0,1,8343
B19,3,3,8347
B18,0,2,8347
B04,2,3,8357
B03,1,3,8357
B14,1,3,8361
B13,0,3,8361
B13,1,3,8364
B12,0,2,8364
B17,1,3,8365
B06,1,2,8369
B05,1,3,8374
B04,1,3,8374
B12,1,2,8375
B11,1,2,8375
B11,2,2,8375
B10,0,2,8375
B05,0,3,8378
B18,1,2,8381
B17,0,3,8381
B09,1,3,8381
B03,2,3,8385
B02,0,2,8385
B16,1,2,8389
B02,1,2,8390
B16,0,2,8391
B15,1,1,8395
B14,0,3,8395
B08,1,2,8395
B07,0,1,8395
B07,1,1,8395
B06,0,2,8395
B10,1,2,8396
B09,0,3,8396
B08,0,2,8397
B15,0,1,8400
B01,1,1,8400
B01,0,1,8403
B19,2,3,8414
B19,3,3,8414
B18,0,2,8414
B14,1,3,8417
B13,0,3,8417
B04,2,3,8421
B03,1,3,8421
B06,1,2,8428
B05,1,3,8430
B04,1,3,8430
B12,2,2,8431
B11,1,2,8431
B11,2,2,8431
B10,0,2,8431
B18,1,2,8436
B05,0,3,8436
B03,2,3,8436
B02,0,2,8436
B09,1,3,8446
B08,1,2,8446
B07,0,1,8446
B07,1,1,8446
B06,0,2,8446
B16,1,2,8447
B08,0,2,8448
B01,1,1,8451
B17,1,3,8454
B16,0,2,8454
B15,1,1,8455
B14,0,3,8455
B10,1,2,8457
B09,0,3,8457
B17,0,3,8460
B15,0,1,8460
B13,1,3,8465
B12,1,2,8465
B14,1,3,8472
B13,0,3,8472
B02,1,2,8472
B01,0,1,8472
B04,2,3,8477
B03,1,3,8477
B06,1,2,8486
B12,2,2,8487
B11,1,2,8487
B19,2,3,8488
B19,3,3,8488
B18,0,2,8488
B03,2,3,8489
B02,0,2,8489
B05,1,3,8490
B04,1,3,8490
B09,1,3,8491
B11,2,2,8493
B10,0,2,8493
B05,0,3,8495
B08,1,2,8499
B07,0,1,8499
B07,1,1,8499
B06,0,2,8499
B08,0,2,8502
B01,1,1,8506
B18,1,2,8509
B10,1,2,8511
B09,0,3,8511
B17,1,3,8515
B13,1,3,8515
B12,1,2,8515
B16,1,2,8517
B15,1,1,8520
B14,0,3,8520
B16,0,2,8521
B17,0,3,8522
B15,0,1,8526
B02,1,2,8527
B01,0,1,8527
B04,2,3,8529
B03,1,3,8529
B14,1,3,8540
B13,0,3,8540
B12,2,2,8543
B11,1,2,8543
B03,2,3,8543
B02,0,2,8543
B06,1,2,8549
B01,1,1,8549
B05,1,3,8550
B04,1,3,8550
B19,2,3,8554
B19,3,3,8554
B18,0,2,8554
B11,2,2,8555
B10,0,2,8555
B05,0,3,8555
B09,1,3,8561
B08,1,2,8561
B07,0,1,8561
B07,1,1,8561
B06,0,2,8561
B08,0,2,8563
B10,1,2,8566
B09,0,3,8566
B13,1,3,8570
B12,1,2,8570
B18,1,2,8573
B16,1,2,8574
B15,1,1,8579
B14,0,3,8579
B02,1,2,8581
B01,0,1,8581
B17,1,3,8582
B16,0,2,8582
B15,0,1,8584
B04,2,3,8586
B03,1,3,8586
B17,0,3,8587
B01,1,1,8600
B12,2,2,8601
B11,1,2,8601
B05,1,3,8603
B04,1,3,8603
B03,2,3,8604
B02,0,2,8604
B14,1,3,8607
B13,0,3,8607
B06,1,2,8608
B05,0,3,8608
B09,1,3,8611
B08,1,2,8616
B07,0,1,8616
B07,1,1,8616
B06,0,2,8616
B08,0,2,8618
B13,1,3,8622
B12,1,2,8622
B17,1,3,8625
B02,1,2,8633
B01,0,1,8633
B16,1,2,8634
B16,0,2,8637
B18,2,2,8641
B17,0,3,8641
B15,1,1,8645
B14,0,3,8645
B10,2,2,8645
B09,0,3,8645
B04,2,3,8645
B03,1,3,8645
B15,0,1,8649
B11,2,2,8652
B10,1,2,8652
B12,2,2,8654
B11,1,2,8654
B05,1,3,8658
B04,1,3,8658
B03,2,3,8663
B02,0,2,8663
B06,1,2,8664
B05,0,3,8664
B01,1,1,8665
B09,1,3,8667
B14,1,3,8670
B13,0,3,8670
