vin,station_id,event,t_s
V000177,S01,out,12098.597017625889
V000163,S07,in,12100.823369680236
V000162,S07,out,12100.823369680236
V000161,S08,out,12117.663842003307
V000162,S08,in,12117.663842003307
V000146,S13,out,12129.093088679838
V000147,S13,in,12129.093088679838
V000137,S16,in,12129.212157997574
V000136,S16,out,12129.212157997574
V000129,S18,out,12129.715957840852
V000130,S18,in,12129.715957840852
V000122,S20,out,12129.941603291792
V000123,S20,in,12129.941603291792
V000165,S05,out,12132.987751330109
V000166,S05,in,12132.987751330109
V000126,S19,out,12134.60939972493
V000127,S19,in,12134.60939972493
V000133,S17,out,12134.862859207102
V000134,S17,in,12134.862859207102
V000159,S09,out,12136.283417927541
V000160,S09,in,12136.283417927541
V000153,S11,in,12136.949857930325
V000152,S11,out,12136.949857930325
V000150,S12,in,12137.226974598345
V000149,S12,out,12137.226974598345
V000165,S06,in,12142.313863334219
V000164,S06,out,12142.313863334219
V000173,S03,out,12155.11313225531
V000174,S03,in,12155.11313225531
V000164,S07,in,12155.823369680236
V000163,S07,out,12155.823369680236
V000177,S02,in,12156.134132987176
V000176,S02,out,12156.134132987176
V000170,S04,in,12156.875207670806
V000169,S04,out,12156.875207670806
V000178,S01,out,12157.597017625889
V000179,S01,in,12157.597017625889
V000162,S08,out,12180.663842003307
V000163,S08,in,12180.663842003307
V000166,S05,out,12189.987751330109
V000167,S05,in,12189.987751330109
V000165,S06,out,12194.313863334219
V000166,S06,in,12196.313863334219
V000164,S07,out,12208.823369680236
V000165,S07,in,12208.823369680236
V000175,S03,in,12210.11313225531
V000174,S03,out,12210.11313225531
V000171,S04,in,12211.875207670806
V000170,S04,out,12211.875207670806
V000148,S13,in,12212.093088679838
V000147,S13,out,12212.093088679838
V000138,S16,in,12212.212157997574
V000137,S16,out,12212.212157997574
V000131,S18,in,12212.715957840852
V000130,S18,out,12212.715957840852
V000124,S20,in,12212.941603291792
V000123,S20,out,12212.941603291792
V000160,S09,out,12215.283417927541
V000161,S09,in,12215.283417927541
V000154,S11,in,12215.949857930325
V000153,S11,out,12215.949857930325
V000150,S12,out,12216.226974598345
V000151,S12,in,12216.226974598345
V000128,S19,in,12217.60939972493
V000127,S19,out,12217.60939972493
V000134,S17,out,12217.862859207102
V000135,S17,in,12217.862859207102
V000177,S02,out,12218.134132987176
V000178,S02,in,12218.134132987176
V000179,S01,out,12219.597017625889
V000180,S01,in,12219.597017625889
V000163,S08,out,12232.663842003307
V000164,S08,in,12232.663842003307
V000166,S06,out,12238.313863334219
V000167,S05,out,12245.987751330109
V000168,S05,in,12245.987751330109
V000167,S06,in,12251.313863334219
V000176,S03,in,12265.11313225531
V000175,S03,out,12265.11313225531
V000172,S04,in,12266.875207670806
V000171,S04,out,12266.875207670806
V000165,S07,out,12270.823369680236
V000166,S07,in,12270.823369680236
V000178,S02,out,12281.134132987176
V000179,S02,in,12281.134132987176
V000180,S01,out,12282.597017625889
V000181,S01,in,12282.597017625889
V000148,S13,out,12300.093088679838
V000149,S13,in,12300.093088679838
V000138,S16,out,12300.212157997574
V000139,S16,in,12300.212157997574
V000131,S18,out,12300.715957840852
V000132,S18,in,12300.715957840852
V000124,S20,out,12300.941603291792
V000125,S20,in,12300.941603291792
V000164,S08,out,12302.663842003307
V000165,S08,in,12302.663842003307
V000162,S09,in,12303.283417927541
V000161,S09,out,12303.283417927541
V000155,S11,in,12303.949857930325
V000154,S11,out,12303.949857930325
V000152,S12,in,12304.226974598345
V000151,S12,out,12304.226974598345
V000167,S06,out,12304.313863334219
V000128,S19,out,12305.60939972493
V000129,S19,in,12305.60939972493
V000135,S17,out,12305.862859207102
V000136,S17,in,12305.862859207102
V000168,S05,out,12311.987751330109
V000169,S05,in,12311.987751330109
V000168,S06,in,12318.313863334219
V000177,S03,in,12322.11313225531
V000176,S03,out,12322.11313225531
V000173,S04,in,12322.875207670806
V000172,S04,out,12322.875207670806
V000166,S07,out,12331.823369680236
V000167,S07,in,12331.823369680236
V000180,S02,in,12347.134132987176
V000179,S02,out,12347.134132987176
V000182,S01,in,12348.597017625889
V000181,S01,out,12348.597017625889
V000170,S05,in,12373.987751330109
V000169,S05,out,12373.987751330109
V000178,S03,in,12374.11313225531
V000177,S03,out,12374.11313225531
V000174,S04,in,12375.875207670806
V000173,S04,out,12375.875207670806
V000168,S06,out,12378.313863334219
V000169,S06,in,12380.313863334219
V000149,S13,out,12400.093088679838
V000150,S13,in,12400.093088679838
V000181,S02,in,12400.134132987176
V000180,S02,out,12400.134132987176
V000139,S16,out,12400.212157997574
V000140,S16,in,12400.212157997574
V000133,S18,in,12400.715957840852
V000132,S18,out,12400.715957840852
V000125,S20,out,12400.941603291792
V000126,S20,in,12400.941603291792
V000167,S07,out,12401.823369680236
V000168,S07,in,12401.823369680236
V000165,S08,out,12402.663842003307
V000166,S08,in,12402.663842003307
V000163,S09,in,12403.283417927541
V000162,S09,out,12403.283417927541
V000182,S01,out,12403.597017625889
V000183,S01,in,12403.597017625889
V000155,S11,out,12403.949857930325
V000156,S11,in,12403.949857930325
V000153,S12,in,12404.226974598345
V000152,S12,out,12404.226974598345
V000130,S19,in,12405.60939972493
V000129,S19,out,12405.60939972493
V000137,S17,in,12405.862859207102
V000136,S17,out,12405.862859207102
V000170,S05,out,12424.987751330109
V000171,S05,in,12424.987751330109
V000178,S03,out,12435.11313225531
V000179,S03,in,12435.11313225531
V000175,S04,in,12436.875207670806
V000174,S04,out,12436.875207670806
V000169,S06,out,12437.313863334219
V000170,S06,in,12437.313863334219
V000182,S02,in,12464.134132987176
V000181,S02,out,12464.134132987176
V000184,S01,in,12465.597017625889
V000183,S01,out,12465.597017625889
V000150,S13,out,12482.093088679838
V000151,S13,in,12482.093088679838
V000141,S16,in,12482.212157997574
V000140,S16,out,12482.212157997574
V000133,S18,out,12482.715957840852
V000134,S18,in,12482.715957840852
V000126,S20,out,12482.941603291792
V000127,S20,in,12482.941603291792
V000169,S07,in,12483.823369680236
V000168,S07,out,12483.823369680236
V000167,S08,in,12484.663842003307
V000166,S08,out,12484.663842003307
V000164,S09,in,12485.283417927541
V000163,S09,out,12485.283417927541
V000170,S06,out,12485.313863334219
V000156,S11,out,12485.949857930325
V000157,S11,in,12485.949857930325
V000154,S12,in,12486.226974598345
V000153,S12,out,12486.226974598345
V000130,S19,out,12487.60939972493
V000131,S19,in,12487.60939972493
V000138,S17,in,12487.862859207102
V000137,S17,out,12487.862859207102
V000171,S05,out,12492.987751330109
V000172,S05,in,12492.987751330109
V000180,S03,in,12498.11313225531
V000179,S03,out,12498.11313225531
V000171,S06,in,12499.313863334219
V000175,S04,out,12499.875207670806
V000176,S04,in,12499.875207670806
V000183,S02,in,12521.134132987176
V000185,S01,in,12522.597017625889
V000184,S01,out,12522.597017625889
V000171,S06,out,12546.313863334219
V000172,S05,out,12550.987751330109
V000173,S05,in,12550.987751330109
V000180,S03,out,12552.11313225531
V000181,S03,in,12552.11313225531
V000176,S04,out,12553.875207670806
V000177,S04,in,12553.875207670806
V000172,S06,in,12557.313863334219
V000152,S13,in,12575.093088679838
V000151,S13,out,12575.093088679838
V000183,S02,out,12575.134132987176
V000184,S02,in,12575.134132987176
V000142,S16,in,12575.212157997574
V000141,S16,out,12575.212157997574
V000135,S18,in,12575.715957840852
V000134,S18,out,12575.715957840852
V000127,S20,out,12575.941603291792
V000128,S20,in,12575.941603291792
V000185,S01,out,12576.597017625889
V000186,S01,in,12576.597017625889
V000169,S07,out,12576.823369680236
V000170,S07,in,12576.823369680236
V000167,S08,out,12577.663842003307
V000168,S08,in,12577.663842003307
V000165,S09,in,12578.283417927541
V000164,S09,out,12578.283417927541
V000157,S11,out,12578.949857930325
V000158,S11,in,12578.949857930325
V000154,S12,out,12579.226974598345
V000155,S12,in,12579.226974598345
V000131,S19,out,12580.60939972493
V000132,S19,in,12580.60939972493
V000138,S17,out,12580.862859207102
V000139,S17,in,12580.862859207102
V000173,S05,out,12602.987751330109
V000174,S05,in,12602.987751330109
V000172,S06,out,12605.313863334219
V000181,S03,out,12608.11313225531
V000182,S03,in,12608.11313225531
V000173,S06,in,12609.313863334219
V000178,S04,in,12609.875207670806
V000177,S04,out,12609.875207670806
V000182,S02,out,12624.114982967094
V000152,S13,out,12660.093088679838
V000153,S13,in,12660.093088679838
V000142,S16,out,12660.212157997574
V000143,S16,in,12660.212157997574
V000136,S18,in,12660.715957840852
V000135,S18,out,12660.715957840852
V000128,S20,out,12660.941603291792
V000129,S20,in,12660.941603291792
V000171,S07,in,12661.823369680236
V000170,S07,out,12661.823369680236
V000169,S08,in,12662.663842003307
V000168,S08,out,12662.663842003307
V000165,S09,out,12663.283417927541
V000166,S09,in,12663.283417927541
V000158,S11,out,12663.949857930325
V000159,S11,in,12663.949857930325
V000156,S12,in,12664.226974598345
V000155,S12,out,12664.226974598345
V000174,S05,out,12664.987751330109
V000175,S05,in,12664.987751330109
V000132,S19,out,12665.60939972493
V000133,S19,in,12665.60939972493
V000140,S17,in,12665.862859207102
V000139,S17,out,12665.862859207102
V000182,S03,out,12666.11313225531
V000183,S03,in,12666.11313225531
V000173,S06,out,12666.313863334219
V000179,S04,in,12667.875207670806
V000178,S04,out,12667.875207670806
V000174,S06,in,12671.313863334219
V000175,S05,out,12711.987751330109
V000176,S05,in,12711.987751330109
V000183,S03,out,12732.11313225531
V000180,S04,in,12733.875207670806
V000179,S04,out,12733.875207670806
V000154,S13,in,12747.093088679838
V000153,S13,out,12747.093088679838
V000144,S16,in,12747.212157997574
V000143,S16,out,12747.212157997574
V000137,S18,in,12747.715957840852
V000136,S18,out,12747.715957840852
V000130,S20,in,12747.941603291792
V000129,S20,out,12747.941603291792
V000172,S07,in,12748.823369680236
V000171,S07,out,12748.823369680236
V000175,S06,in,12749.313863334219
V000174,S06,out,12749.313863334219
V000169,S08,out,12749.663842003307
V000170,S08,in,12749.663842003307
V000167,S09,in,12750.283417927541
V000166,S09,out,12750.283417927541
V000160,S11,in,12750.949857930325
V000159,S11,out,12750.949857930325
V000157,S12,in,12751.226974598345
V000156,S12,out,12751.226974598345
V000133,S19,out,12752.60939972493
V000134,S19,in,12752.60939972493
V000140,S17,out,12752.862859207102
V000141,S17,in,12752.862859207102
V000176,S05,out,12803.987751330109
V000177,S05,in,12803.987751330109
V000180,S04,out,12805.875207670806
V000181,S04,in,12805.875207670806
V000155,S13,in,12843.093088679838
V000154,S13,out,12843.093088679838
V000145,S16,in,12843.212157997574
V000144,S16,out,12843.212157997574
V000137,S18,out,12843.715957840852
V000138,S18,in,12843.715957840852
V000130,S20,out,12843.941603291792
V000131,S20,in,12843.941603291792
V000173,S07,in,12844.823369680236
V000176,S06,in,12845.313863334219
V000175,S06,out,12845.313863334219
V000170,S08,out,12845.663842003307
V000171,S08,in,12845.663842003307
V000168,S09,in,12846.283417927541
V000167,S09,out,12846.283417927541
V000161,S11,in,12846.949857930325
V000160,S11,out,12846.949857930325
V000158,S12,in,12847.226974598345
V000157,S12,out,12847.226974598345
V000135,S19,in,12848.60939972493
V000134,S19,out,12848.60939972493
V000141,S17,out,12848.862859207102
V000142,S17,in,12848.862859207102
V000177,S05,out,12858.987751330109
V000178,S05,in,12858.987751330109
V000181,S04,out,12860.875207670806
V000182,S04,in,12860.875207670806
V000178,S05,out,12925.987751330109
V000179,S05,in,12925.987751330109
V000156,S13,in,12927.093088679838
V000155,S13,out,12927.093088679838
V000146,S16,in,12927.212157997574
V000145,S16,out,12927.212157997574
V000138,S18,out,12927.715957840852
V000139,S18,in,12927.715957840852
V000183,S04,in,12927.875207670806
V000182,S04,out,12927.875207670806
V000132,S20,in,12927.941603291792
V000131,S20,out,12927.941603291792
V000173,S07,out,12928.823369680236
V000174,S07,in,12928.823369680236
V000176,S06,out,12929.313863334219
V000177,S06,in,12929.313863334219
V000172,S08,in,12929.663842003307
V000171,S08,out,12929.663842003307
V000169,S09,in,12930.283417927541
V000168,S09,out,12930.283417927541
V000162,S11,in,12930.949857930325
V000161,S11,out,12930.949857930325
V000159,S12,in,12931.226974598345
V000158,S12,out,12931.226974598345
V000136,S19,in,12932.60939972493
V000135,S19,out,12932.60939972493
V000143,S17,in,12932.862859207102
V000142,S17,out,12932.862859207102
V000180,S05,in,12984.987751330109
V000179,S05,out,12984.987751330109
V000183,S04,out,12988.875207670806
V000181,S05,in,13049.987751330109
V000180,S05,out,13049.987751330109
V000156,S13,out,13094.093088679838
V000157,S13,in,13094.093088679838
V000146,S16,out,13094.212157997574
V000147,S16,in,13094.212157997574
V000139,S18,out,13094.715957840852
V000140,S18,in,13094.715957840852
V000132,S20,out,13094.941603291792
V000175,S07,in,13095.823369680236
V000174,S07,out,13095.823369680236
V000178,S06,in,13096.313863334219
V000177,S06,out,13096.313863334219
V000172,S08,out,13096.663842003307
V000173,S08,in,13096.663842003307
V000169,S09,out,13097.283417927541
V000170,S09,in,13097.283417927541
V000163,S11,in,13097.949857930325
V000162,S11,out,13097.949857930325
V000160,S12,in,13098.226974598345
V000159,S12,out,13098.226974598345
V000137,S19,in,13099.60939972493
V000136,S19,out,13099.60939972493
V000144,S17,in,13099.862859207102
V000143,S17,out,13099.862859207102
V000181,S05,out,13107.987751330109
V000182,S05,in,13107.987751330109
V000184,S02,out,13120.134132987176
V000185,S02,in,13120.134132987176
V000184,S03,in,13121.11313225531
V000187,S01,in,13121.597017625889
V000186,S01,out,13121.597017625889
V000157,S13,out,13162.093088679838
V000158,S13,in,13162.093088679838
V000147,S16,out,13162.212157997574
V000148,S16,in,13162.212157997574
V000140,S18,out,13162.715957840852
V000141,S18,in,13162.715957840852
V000134,S20,in,13162.941603291792
V000133,S20,out,13162.941603291792
V000175,S07,out,13163.823369680236
V000176,S07,in,13163.823369680236
V000183,S05,in,13163.987751330109
V000182,S05,out,13163.987751330109
V000179,S06,in,13164.313863334219
V000178,S06,out,13164.313863334219
V000174,S08,in,13164.663842003307
V000173,S08,out,13164.663842003307
V000170,S09,out,13165.283417927541
V000171,S09,in,13165.283417927541
V000163,S11,out,13165.949857930325
V000164,S11,in,13165.949857930325
V000161,S12,in,13166.226974598345
V000160,S12,out,13166.226974598345
V000137,S19,out,13167.60939972493
V000138,S19,in,13167.60939972493
V000145,S17,in,13167.862859207102
V000144,S17,out,13167.862859207102
V000184,S03,out,13174.11313225531
V000186,S02,in,13176.134132987176
V000185,S02,out,13176.134132987176
V000188,S01,in,13177.597017625889
V000187,S01,out,13177.597017625889
V000185,S03,in,13178.11313225531
V000184,S04,in,13178.875207670806
V000185,S03,out,13226.11313225531
V000184,S04,out,13228.875207670806
V000185,S04,in,13230.875207670806
V000186,S02,out,13231.134132987176
V000187,S02,in,13231.134132987176
V000188,S01,out,13232.597017625889
V000189,S01,in,13232.597017625889
V000186,S03,in,13233.11313225531
V000158,S13,out,13262.093088679838
V000159,S13,in,13262.093088679838
V000148,S16,out,13262.212157997574
V000149,S16,in,13262.212157997574
V000141,S18,out,13262.715957840852
V000142,S18,in,13262.715957840852
V000134,S20,out,13262.941603291792
V000135,S20,in,13262.941603291792
V000183,S05,out,13262.987751330109
V000184,S05,in,13262.987751330109
V000176,S07,out,13263.823369680236
V000177,S07,in,13263.823369680236
V000179,S06,out,13264.313863334219
V000180,S06,in,13264.313863334219
V000174,S08,out,13264.663842003307
V000175,S08,in,13264.663842003307
V000171,S09,out,13265.283417927541
V000172,S09,in,13265.283417927541
V000164,S11,out,13265.949857930325
V000165,S11,in,13265.949857930325
V000161,S12,out,13266.226974598345
V000162,S12,in,13266.226974598345
V000139,S19,in,13267.60939972493
V000138,S19,out,13267.60939972493
V000146,S17,in,13267.862859207102
V000145,S17,out,13267.862859207102
V000188,S02,in,13273.134132987176
V000187,S02,out,13273.134132987176
V000186,S03,out,13287.11313225531
V000187,S03,in,13287.11313225531
V000185,S04,out,13287.875207670806
V000186,S04,in,13291.875207670806
V000190,S01,in,13298.597017625889
V000189,S01,out,13298.597017625889
V000189,S02,in,13332.134132987176
V000188,S02,out,13332.134132987176
V000159,S13,out,13338.093088679838
V000160,S13,in,13338.093088679838
V000150,S16,in,13338.212157997574
V000149,S16,out,13338.212157997574
V000143,S18,in,13338.715957840852
V000142,S18,out,13338.715957840852
V000136,S20,in,13338.941603291792
V000135,S20,out,13338.941603291792
V000184,S05,out,13338.987751330109
V000185,S05,in,13338.987751330109
V000177,S07,out,13339.823369680236
V000178,S07,in,13339.823369680236
V000180,S06,out,13340.313863334219
V000181,S06,in,13340.313863334219
V000176,S08,in,13340.663842003307
V000175,S08,out,13340.663842003307
V000187,S03,out,13341.11313225531
V000188,S03,in,13341.11313225531
V000173,S09,in,13341.283417927541
V000172,S09,out,13341.283417927541
V000186,S04,out,13341.875207670806
V000165,S11,out,13341.949857930325
V000166,S11,in,13341.949857930325
V000162,S12,out,13342.226974598345
V000163,S12,in,13342.226974598345
V000139,S19,out,13343.60939972493
V000140,S19,in,13343.60939972493
V000147,S17,in,13343.862859207102
V000146,S17,out,13343.862859207102
V000187,S04,in,13345.875207670806
V000190,S01,out,13352.597017625889
V000191,S01,in,13352.597017625889
V000189,S02,out,13380.134132987176
V000190,S02,in,13380.134132987176
V000188,S03,out,13393.11313225531
V000189,S03,in,13393.11313225531
V000187,S04,out,13394.875207670806
V000188,S04,in,13397.875207670806
V000191,S01,out,13401.597017625889
V000192,S01,in,13401.597017625889
V000160,S13,out,13418.093088679838
V000161,S13,in,13418.093088679838
V000150,S16,out,13418.212157997574
V000151,S16,in,13418.212157997574
V000143,S18,out,13418.715957840852
V000144,S18,in,13418.715957840852
V000137,S20,in,13418.941603291792
V000136,S20,out,13418.941603291792
V000185,S05,out,13418.987751330109
V000186,S05,in,13418.987751330109
V000178,S07,out,13419.823369680236
V000179,S07,in,13419.823369680236
V000182,S06,in,13420.313863334219
V000181,S06,out,13420.313863334219
V000176,S08,out,13420.663842003307
V000177,S08,in,13420.663842003307
V000174,S09,in,13421.283417927541
V000173,S09,out,13421.283417927541
V000167,S11,in,13421.949857930325
V000166,S11,out,13421.949857930325
V000164,S12,in,13422.226974598345
V000163,S12,out,13422.226974598345
V000141,S19,in,13423.60939972493
V000140,S19,out,13423.60939972493
V000148,S17,in,13423.862859207102
V000147,S17,out,13423.862859207102
V000191,S02,in,13440.134132987176
V000190,S02,out,13440.134132987176
V000189,S03,out,13444.11313225531
V000190,S03,in,13444.11313225531
V000188,S04,out,13462.875207670806
V000189,S04,in,13462.875207670806
V000190,S03,out,13492.11313225531
V000191,S02,out,13494.134132987176
V000191,S03,in,13496.11313225531
V000192,S01,out,13517.597017625889
V000193,S01,in,13517.597017625889
V000192,S02,in,13519.134132987176
V000190,S04,in,13524.875207670806
V000189,S04,out,13524.875207670806
V000161,S13,out,13536.093088679838
V000162,S13,in,13536.093088679838
V000152,S16,in,13536.212157997574
V000151,S16,out,13536.212157997574
V000144,S18,out,13536.715957840852
V000145,S18,in,13536.715957840852
V000137,S20,out,13536.941603291792
V000138,S20,in,13536.941603291792
V000186,S05,out,13536.987751330109
V000187,S05,in,13536.987751330109
V000179,S07,out,13537.823369680236
V000180,S07,in,13537.823369680236
V000182,S06,out,13538.313863334219
V000183,S06,in,13538.313863334219
V000177,S08,out,13538.663842003307
V000178,S08,in,13538.663842003307
V000174,S09,out,13539.283417927541
V000175,S09,in,13539.283417927541
V000168,S11,in,13539.949857930325
V000167,S11,out,13539.949857930325
V000164,S12,out,13540.226974598345
V000165,S12,in,13540.226974598345
V000141,S19,out,13541.60939972493
V000142,S19,in,13541.60939972493
V000149,S17,in,13541.862859207102
V000148,S17,out,13541.862859207102
V000191,S03,out,13547.11313225531
V000192,S02,out,13573.134132987176
V000192,S03,in,13575.11313225531
V000194,S01,in,13577.597017625889
V000193,S01,out,13577.597017625889
V000193,S02,in,13579.134132987176
V000190,S04,out,13585.875207670806
V000191,S04,in,13585.875207670806
V000195,S01,in,13625.597017625889
V000194,S01,out,13625.597017625889
V000194,S02,in,13628.134132987176
V000193,S02,out,13628.134132987176
V000193,S03,in,13632.11313225531
V000192,S03,out,13632.11313225531
V000162,S13,out,13645.093088679838
V000163,S13,in,13645.093088679838
V000153,S16,in,13645.212157997574
V000152,S16,out,13645.212157997574
V000146,S18,in,13645.715957840852
V000145,S18,out,13645.715957840852
V000139,S20,in,13645.941603291792
V000138,S20,out,13645.941603291792
V000187,S05,out,13645.987751330109
V000188,S05,in,13645.987751330109
V000180,S07,out,13646.823369680236
V000181,S07,in,13646.823369680236
V000183,S06,out,13647.313863334219
V000184,S06,in,13647.313863334219
V000178,S08,out,13647.663842003307
V000179,S08,in,13647.663842003307
V000175,S09,out,13648.283417927541
V000176,S09,in,13648.283417927541
V000169,S11,in,13648.949857930325
V000168,S11,out,13648.949857930325
V000166,S12,in,13649.226974598345
V000165,S12,out,13649.226974598345
V000143,S19,in,13650.60939972493
V000142,S19,out,13650.60939972493
V000150,S17,in,13650.862859207102
V000149,S17,out,13650.862859207102
V000192,S04,in,13652.875207670806
V000191,S04,out,13652.875207670806
V000195,S01,out,13680.597017625889
V000196,S01,in,13680.597017625889
V000195,S02,in,13686.134132987176
V000194,S02,out,13686.134132987176
V000193,S03,out,13687.11313225531
V000194,S03,in,13688.11313225531
V000197,S01,in,14219.597017625889
V000196,S01,out,14219.597017625889
V000196,S02,in,14266.134132987176
V000195,S02,out,14266.134132987176
V000198,S01,in,14283.597017625889
V000197,S01,out,14283.597017625889
V000195,S03,in,14318.11313225531
V000194,S03,out,14318.11313225531
V000197,S02,in,14320.134132987176
V000196,S02,out,14320.134132987176
V000199,S01,in,14340.597017625889
V000198,S01,out,14340.597017625889
V000195,S03,out,14367.11313225531
V000196,S03,in,14367.11313225531
V000197,S02,out,14381.134132987176
V000198,S02,in,14381.134132987176
V000199,S01,out,14394.597017625889
V000200,S01,in,14394.597017625889
V000147,S18,in,16221.715957840852
V000139,S20,out,16221.941603291792
V000140,S20,in,16221.941603291792
V000143,S19,out,16226.60939972493
V000144,S19,in,16226.60939972493
V000151,S17,in,16226.862859207102
V000150,S17,out,16226.862859207102
V000199,S02,in,16236.134132987176
V000198,S02,out,16236.134132987176
V000200,S01,out,16251.597017625889
V000201,S01,in,16251.597017625889
V000154,S16,in,16275.212157997574
V000153,S16,out,16275.212157997574
V000164,S13,in,16316.093088679838
V000163,S13,out,16316.093088679838
V000188,S05,out,16316.987751330109
V000189,S05,in,16316.987751330109
V000182,S07,in,16317.823369680236
V000181,S07,out,16317.823369680236
V000184,S06,out,16318.313863334219
V000185,S06,in,16318.313863334219
V000180,S08,in,16318.663842003307
V000179,S08,out,16318.663842003307
V000148,S18,in,16318.715957840852
V000147,S18,out,16318.715957840852
V000193,S04,in,16318.875207670806
V000192,S04,out,16318.875207670806
V000141,S20,in,16318.941603291792
V000140,S20,out,16318.941603291792
V000176,S09,out,16319.283417927541
V000177,S09,in,16319.283417927541
V000169,S11,out,16319.949857930325
V000170,S11,in,16319.949857930325
V000166,S12,out,16320.226974598345
V000167,S12,in,16320.226974598345
V000144,S19,out,16323.60939972493
V000145,S19,in,16323.60939972493
V000152,S17,in,16323.862859207102
V000151,S17,out,16323.862859207102
V000155,S16,in,16328.212157997574
V000154,S16,out,16328.212157997574
V000164,S13,out,16367.093088679838
V000165,S13,in,16367.093088679838
V000168,S12,in,16379.226974598345
V000167,S12,out,16379.226974598345
V000190,S05,in,16383.987751330109
V000189,S05,out,16383.987751330109
V000182,S07,out,16384.823369680234
V000183,S07,in,16384.823369680234
V000185,S06,out,16385.31386333422
V000186,S06,in,16385.31386333422
V000181,S08,in,16385.663842003305
V000180,S08,out,16385.663842003305
V000178,S09,in,16386.28341792754
V000177,S09,out,16386.28341792754
V000171,S11,in,16386.949857930325
V000170,S11,out,16386.949857930325
V000194,S04,in,16389.875207670804
V000193,S04,out,16389.875207670804
V000166,S13,in,16615.093088679838
V000165,S13,out,16615.093088679838
V000155,S16,out,16615.212157997576
V000156,S16,in,16615.212157997576
V000149,S18,in,16615.715957840854
V000148,S18,out,16615.715957840854
V000141,S20,out,16615.941603291794
V000142,S20,in,16615.941603291794
V000191,S05,in,16615.987751330107
V000190,S05,out,16615.987751330107
V000183,S07,out,16616.823369680234
V000184,S07,in,16616.823369680234
V000187,S06,in,16617.31386333422
V000186,S06,out,16617.31386333422
V000181,S08,out,16617.663842003305
V000182,S08,in,16617.663842003305
V000195,S04,in,16617.875207670804
V000194,S04,out,16617.875207670804
V000179,S09,in,16618.28341792754
V000178,S09,out,16618.28341792754
V000172,S11,in,16618.949857930325
V000171,S11,out,16618.949857930325
V000168,S12,out,16619.226974598347
V000169,S12,in,16619.226974598347
V000146,S19,in,16620.60939972493
V000145,S19,out,16620.60939972493
V000152,S17,out,16620.8628592071
V000153,S17,in,16620.8628592071
V000166,S13,out,16710.093088679838
V000167,S13,in,16710.093088679838
V000157,S16,in,16710.212157997576
V000156,S16,out,16710.212157997576
V000149,S18,out,16710.715957840854
V000150,S18,in,16710.715957840854
V000142,S20,out,16710.941603291794
V000143,S20,in,16710.941603291794
V000191,S05,out,16710.987751330107
V000192,S05,in,16710.987751330107
V000185,S07,in,16711.823369680234
V000184,S07,out,16711.823369680234
V000188,S06,in,16712.31386333422
V000187,S06,out,16712.31386333422
V000183,S08,in,16712.663842003305
V000182,S08,out,16712.663842003305
V000195,S04,out,16712.875207670804
V000180,S09,in,16713.28341792754
V000179,S09,out,16713.28341792754
V000173,S11,in,16713.949857930325
V000172,S11,out,16713.949857930325
V000169,S12,out,16714.226974598347
V000146,S19,out,16715.60939972493
V000147,S19,in,16715.60939972493
V000153,S17,out,16715.8628592071
V000154,S17,in,16715.8628592071
V000168,S13,in,16813.093088679838
V000167,S13,out,16813.093088679838
V000157,S16,out,16813.212157997576
V000158,S16,in,16813.212157997576
V000150,S18,out,16813.715957840854
V000151,S18,in,16813.715957840854
V000144,S20,in,16813.941603291794
V000143,S20,out,16813.941603291794
V000192,S05,out,16813.987751330107
V000193,S05,in,16813.987751330107
V000186,S07,in,16814.823369680234
V000185,S07,out,16814.823369680234
V000189,S06,in,16815.31386333422
V000188,S06,out,16815.31386333422
V000184,S08,in,16815.663842003305
V000183,S08,out,16815.663842003305
V000180,S09,out,16816.28341792754
V000181,S09,in,16816.28341792754
V000173,S11,out,16816.949857930325
V000174,S11,in,16816.949857930325
V000170,S12,out,16817.226974598347
V000171,S12,in,16817.226974598347
V000148,S19,in,16818.60939972493
V000147,S19,out,16818.60939972493
V000154,S17,out,16818.8628592071
V000155,S17,in,16818.8628592071
V000196,S03,out,16820.11313225531
V000197,S03,in,16820.11313225531
V000199,S02,out,16821.134132987176
V000200,S02,in,16821.134132987176
V000202,S01,in,16822.59701762589
V000201,S01,out,16822.59701762589
V000196,S04,in,16823.875207670804
V000197,S03,out,16880.11313225531
V000198,S03,in,16880.11313225531
V000201,S02,in,16881.134132987176
V000200,S02,out,16881.134132987176
V000203,S01,in,16882.59701762589
V000202,S01,out,16882.59701762589
V000196,S04,out,16882.875207670804
V000197,S04,in,16884.875207670804
V000170,S12,in,16891.358606866885
V000169,S13,in,16895.093088679838
V000168,S13,out,16895.093088679838
V000159,S16,in,16895.212157997576
V000158,S16,out,16895.212157997576
V000152,S18,in,16895.715957840854
V000151,S18,out,16895.715957840854
V000145,S20,in,16895.941603291794
V000144,S20,out,16895.941603291794
V000193,S05,out,16895.987751330107
V000194,S05,in,16895.987751330107
V000186,S07,out,16896.823369680234
V000187,S07,in,16896.823369680234
V000190,S06,in,16897.31386333422
V000189,S06,out,16897.31386333422
V000184,S08,out,16897.663842003305
V000185,S08,in,16897.663842003305
V000181,S09,out,16898.28341792754
V000182,S09,in,16898.28341792754
V000174,S11,out,16898.949857930325
V000175,S11,in,16898.949857930325
V000172,S12,in,16899.226974598347
V000171,S12,out,16899.226974598347
