run,station_id,tool_id,program_id,vin,t_s,target_nm,spec_low_nm,spec_high_nm,torque_nm,angle_deg,current_a,temp_c,cycle_s,result_status
L1_run_001,S06,L1_run_001-TS06,PF102,V000274,25000.0,80.65,71.16,90.13,70.245,90.984,11.063,39.261,2.912,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000275,25073.0,80.65,71.16,90.13,73.532,88.401,11.228,39.637,3.305,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000276,25137.0,80.65,71.16,90.13,74.949,92.776,11.667,41.46,3.331,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000277,25194.0,80.65,71.16,90.13,74.706,86.701,12.777,40.992,2.737,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000278,25249.0,80.65,71.16,90.13,73.435,92.629,11.607,41.694,3.057,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000279,25404.0,80.65,71.16,90.13,77.03,87.223,11.997,39.335,2.958,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000280,25473.0,80.65,71.16,90.13,70.59,95.666,12.101,36.898,2.866,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000281,25525.0,80.65,71.16,90.13,73.739,90.789,11.771,38.309,2.855,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000282,25908.0,80.65,71.16,90.13,78.491,90.957,12.106,37.347,3.497,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000283,26005.0,80.65,71.16,90.13,75.353,90.218,11.641,38.435,2.942,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000284,26065.0,80.65,71.16,90.13,72.066,94.398,12.102,39.335,3.005,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000285,26116.0,80.65,71.16,90.13,72.715,89.451,11.675,41.105,3.256,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000286,26170.0,80.65,71.16,90.13,78.267,90.579,11.91,39.778,3.186,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000287,26232.0,80.65,71.16,90.13,72.752,90.609,11.985,37.444,2.859,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000288,26288.0,80.65,71.16,90.13,72.768,94.593,11.546,38.442,3.007,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000289,26363.0,80.65,71.16,90.13,71.422,90.646,11.34,39.647,3.173,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000290,26507.0,80.65,71.16,90.13,72.151,93.597,11.929,38.773,3.112,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000291,26579.0,80.65,71.16,90.13,72.398,90.854,11.797,40.149,3.099,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000292,26641.0,80.65,71.16,90.13,70.692,96.274,11.506,38.347,3.202,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000293,26701.0,80.65,71.16,90.13,71.341,91.695,10.506,38.827,3.325,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000294,26765.0,80.65,71.16,90.13,72.931,91.848,11.238,39.374,3.57,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000295,26820.0,80.65,71.16,90.13,74.276,89.652,11.141,38.328,3.178,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000296,26877.0,80.65,71.16,90.13,72.59,87.351,11.642,37.781,3.344,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000297,26941.0,80.65,71.16,90.13,75.565,96.078,11.456,38.175,3.015,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000298,27000.0,80.65,71.16,90.13,75.722,92.408,11.894,39.362,3.322,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000299,27057.0,80.65,71.16,90.13,72.517,91.81,11.008,36.706,3.123,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000300,27129.0,80.65,71.16,90.13,70.367,96.756,11.262,38.828,3.117,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000301,27238.0,80.65,71.16,90.13,71.091,90.975,11.737,39.345,3.058,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000302,27349.0,80.65,71.16,90.13,73.579,90.55,11.948,40.779,3.345,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000303,27427.0,80.65,71.16,90.13,75.942,89.326,12.01,38.193,2.86,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000304,27737.0,80.65,71.16,90.13,73.942,88.466,11.959,38.058,3.042,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000305,27799.0,80.65,71.16,90.13,71.602,92.95,11.476,35.785,3.317,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000306,27867.0,80.65,71.16,90.13,76.229,89.64,11.923,39.294,3.167,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000307,27928.0,80.65,71.16,90.13,73.944,92.799,11.846,36.701,3.413,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000308,27995.0,80.65,71.16,90.13,69.99,99.075,11.148,39.366,3.21,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000309,28053.0,80.65,71.16,90.13,70.791,91.869,11.547,40.683,3.299,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000310,28113.0,80.65,71.16,90.13,73.613,90.571,11.31,37.969,2.603,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000311,28178.0,80.65,71.16,90.13,75.313,90.192,11.307,40.604,2.602,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000312,28239.0,80.65,71.16,90.13,73.318,90.669,11.118,38.645,3.279,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000313,28304.0,80.65,71.16,90.13,72.652,88.663,11.266,37.188,2.748,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000314,28383.0,80.65,71.16,90.13,77.443,88.292,11.277,43.298,3.203,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000315,28468.0,80.65,71.16,90.13,75.243,91.655,11.903,38.389,2.791,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000316,28560.0,80.65,71.16,90.13,68.482,92.8,10.961,36.436,2.871,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000317,28646.0,80.65,71.16,90.13,75.194,93.796,11.348,35.643,3.061,OK
L1_run_001,S06,L1_run_001-TS06,PF102,V000318,28730.0,80.65,71.16,90.13,72.371,86.727,11.866,40.855,2.897,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000001,391.0,54.86,47.58,62.14,53.099,91.072,11.435,35.371,3.045,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000002,505.0,54.86,47.58,62.14,56.44,88.582,12.204,36.339,2.877,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000003,571.0,54.86,47.58,62.14,52.773,87.031,10.388,34.595,3.183,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000004,633.0,54.86,47.58,62.14,52.223,92.601,10.918,36.599,3.271,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000005,686.0,54.86,47.58,62.14,56.178,90.48,11.249,38.65,3.365,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000006,754.0,54.86,47.58,62.14,56.95,88.24,11.229,36.111,3.163,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000007,811.0,54.86,47.58,62.14,53.331,90.739,11.777,38.351,2.739,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000008,899.0,54.86,47.58,62.14,54.313,90.301,11.315,37.73,3.178,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000009,948.0,54.86,47.58,62.14,53.36,87.967,12.241,35.759,3.102,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000010,1303.0,54.86,47.58,62.14,57.347,93.794,11.841,36.476,3.029,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000011,1359.0,54.86,47.58,62.14,56.755,87.528,10.859,37.917,3.12,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000012,1422.0,54.86,47.58,62.14,53.736,94.366,11.683,38.168,3.021,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000013,1466.0,54.86,47.58,62.14,54.329,90.945,11.603,35.058,3.356,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000014,1528.0,54.86,47.58,62.14,54.601,85.753,11.874,38.537,3.121,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000015,1582.0,54.86,47.58,62.14,56.677,92.561,11.408,36.371,3.418,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000016,1636.0,54.86,47.58,62.14,51.661,92.459,10.615,31.882,3.058,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000017,1687.0,54.86,47.58,62.14,52.254,100.968,11.148,37.288,3.086,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000018,1748.0,54.86,47.58,62.14,55.415,93.946,11.739,33.353,3.273,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000019,1799.0,54.86,47.58,62.14,54.857,93.661,11.026,34.444,3.283,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000020,1854.0,54.86,47.58,62.14,52.591,92.595,11.21,34.563,3.201,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000021,1900.0,54.86,47.58,62.14,57.169,90.478,11.16,35.518,3.073,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000022,2084.0,54.86,47.58,62.14,52.664,94.783,12.401,35.838,2.967,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000023,2130.0,54.86,47.58,62.14,54.125,90.061,11.479,37.565,2.78,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000024,2193.0,54.86,47.58,62.14,54.009,95.218,11.43,35.41,3.197,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000025,2249.0,54.86,47.58,62.14,54.156,92.599,11.801,37.48,3.139,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000026,2306.0,54.86,47.58,62.14,55.629,90.303,11.626,39.771,3.353,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000027,2351.0,54.86,47.58,62.14,57.122,96.021,11.222,34.488,3.281,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000028,2419.0,54.86,47.58,62.14,57.047,92.77,11.344,36.783,3.242,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000029,2480.0,54.86,47.58,62.14,56.013,92.063,11.449,34.03,3.102,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000030,2555.0,54.86,47.58,62.14,53.671,95.245,12.056,34.185,3.431,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000031,2608.0,54.86,47.58,62.14,57.203,89.773,11.659,35.593,3.146,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000032,2672.0,54.86,47.58,62.14,55.145,86.773,10.652,37.618,3.119,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000033,2733.0,54.86,47.58,62.14,52.08,94.363,11.398,39.51,3.043,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000034,2842.0,54.86,47.58,62.14,52.732,94.797,11.452,38.991,2.907,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000035,2906.0,54.86,47.58,62.14,52.58,90.711,11.157,32.796,3.026,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000036,2951.0,54.86,47.58,62.14,53.72,90.405,11.577,35.955,2.921,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000037,2997.0,54.86,47.58,62.14,57.486,89.922,11.343,37.639,3.029,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000038,3055.0,54.86,47.58,62.14,54.62,91.472,10.716,36.323,3.182,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000039,3135.0,54.86,47.58,62.14,57.79,87.488,12.348,38.365,3.246,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000040,3185.0,54.86,47.58,62.14,56.093,90.943,11.742,37.88,2.954,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000041,3251.0,54.86,47.58,62.14,57.641,93.772,11.562,38.655,3.149,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000042,3297.0,54.86,47.58,62.14,55.136,90.163,11.638,38.686,3.233,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000043,3345.0,54.86,47.58,62.14,55.933,86.956,11.939,34.539,2.917,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000044,3393.0,54.86,47.58,62.14,55.265,91.836,11.113,37.307,3.026,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000045,3446.0,54.86,47.58,62.14,56.105,92.488,10.859,38.52,2.966,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000046,3531.0,54.86,47.58,62.14,56.512,91.061,11.617,35.565,2.942,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000047,3582.0,54.86,47.58,62.14,50.659,95.685,11.562,36.481,3.47,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000048,3657.0,54.86,47.58,62.14,54.02,86.881,11.597,36.761,3.035,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000049,3714.0,54.86,47.58,62.14,55.167,90.221,12.566,36.293,2.989,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000050,3781.0,54.86,47.58,62.14,53.674,87.523,11.614,35.75,3.147,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000051,3879.0,54.86,47.58,62.14,53.369,88.516,11.676,36.297,2.903,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000052,3932.0,54.86,47.58,62.14,55.515,93.035,10.947,37.103,3.62,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000053,3979.0,54.86,47.58,62.14,54.439,96.647,11.205,38.906,3.219,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000054,4033.0,54.86,47.58,62.14,52.382,92.968,11.204,36.616,3.39,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000055,4097.0,54.86,47.58,62.14,50.641,91.025,10.877,35.333,3.353,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000056,4158.0,54.86,47.58,62.14,53.494,96.361,11.208,38.536,3.456,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000057,4223.0,54.86,47.58,62.14,59.653,95.098,11.529,36.046,3.099,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000058,4284.0,54.86,47.58,62.14,53.288,94.455,11.319,38.066,3.047,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000059,4334.0,54.86,47.58,62.14,54.971,90.221,10.771,37.709,3.221,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000060,4390.0,54.86,47.58,62.14,53.602,86.685,11.618,37.746,3.105,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000061,4439.0,54.86,47.58,62.14,56.827,91.099,11.465,37.886,2.973,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000062,4501.0,54.86,47.58,62.14,54.282,94.453,11.582,36.879,3.029,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000063,4584.0,54.86,47.58,62.14,53.942,94.167,10.829,36.289,2.952,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000064,4634.0,54.86,47.58,62.14,54.14,92.441,11.588,37.238,3.091,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000065,4694.0,54.86,47.58,62.14,55.332,90.966,11.589,36.49,3.127,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000066,4752.0,54.86,47.58,62.14,59.413,88.587,11.519,40.328,3.135,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000067,4818.0,54.86,47.58,62.14,52.542,92.089,11.814,37.088,3.258,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000068,4866.0,54.86,47.58,62.14,54.056,93.288,10.801,37.231,2.997,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000069,4925.0,54.86,47.58,62.14,56.951,93.285,12.034,41.916,3.053,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000070,4994.0,54.86,47.58,62.14,55.008,99.396,11.245,37.824,3.081,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000071,5058.0,54.86,47.58,62.14,52.443,88.211,10.87,37.612,3.173,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000072,5122.0,54.86,47.58,62.14,54.057,90.178,11.138,36.064,3.037,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000073,5184.0,54.86,47.58,62.14,54.752,90.607,11.958,38.211,2.815,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000074,5230.0,54.86,47.58,62.14,54.304,97.539,11.332,37.369,3.076,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000075,5285.0,54.86,47.58,62.14,56.003,93.834,11.826,37.022,3.192,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000076,5338.0,54.86,47.58,62.14,54.699,92.793,11.115,36.349,2.73,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000077,5406.0,54.86,47.58,62.14,54.495,87.5,11.211,35.096,3.135,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000078,5489.0,54.86,47.58,62.14,54.762,90.833,12.115,35.731,3.191,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000079,5551.0,54.86,47.58,62.14,53.598,86.148,11.314,34.664,3.376,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000080,5594.0,54.86,47.58,62.14,57.486,89.778,11.709,40.322,3.074,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000081,5642.0,54.86,47.58,62.14,57.206,91.591,11.09,35.09,3.239,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000082,5701.0,54.86,47.58,62.14,57.265,91.423,10.745,37.827,3.135,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000083,5754.0,54.86,47.58,62.14,53.595,90.201,10.995,35.392,2.721,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000084,5811.0,54.86,47.58,62.14,57.694,94.846,11.405,39.198,2.949,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000085,5869.0,54.86,47.58,62.14,55.753,92.094,11.771,38.816,3.275,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000086,5929.0,54.86,47.58,62.14,53.975,95.445,10.786,38.795,3.086,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000087,5983.0,54.86,47.58,62.14,52.413,92.738,11.359,37.385,3.18,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000088,6049.0,54.86,47.58,62.14,54.166,90.746,11.964,38.342,3.056,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000089,6107.0,54.86,47.58,62.14,52.832,90.684,11.269,35.013,2.88,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000090,6166.0,54.86,47.58,62.14,52.961,96.262,11.302,37.497,3.056,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000091,6510.0,54.86,47.58,62.14,56.835,93.223,10.754,35.29,3.439,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000092,6584.0,54.86,47.58,62.14,54.754,86.09,10.786,35.814,3.592,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000093,6651.0,54.86,47.58,62.14,53.466,90.581,12.478,39.004,3.204,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000094,6702.0,54.86,47.58,62.14,59.095,90.084,11.713,37.408,3.036,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000095,6773.0,54.86,47.58,62.14,56.568,94.301,12.73,37.434,3.045,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000096,6832.0,54.86,47.58,62.14,57.352,84.166,11.507,38.597,2.921,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000097,6881.0,54.86,47.58,62.14,54.532,92.723,12.158,35.935,2.904,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000098,6950.0,54.86,47.58,62.14,54.164,88.247,10.337,39.111,3.01,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000099,6997.0,54.86,47.58,62.14,54.351,91.657,11.875,36.533,3.127,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000100,7048.0,54.86,47.58,62.14,55.061,94.514,11.311,33.42,2.833,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000101,7116.0,54.86,47.58,62.14,57.639,94.531,11.687,38.741,3.137,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000102,7175.0,54.86,47.58,62.14,53.255,95.556,11.638,36.151,2.945,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000103,7828.0,54.86,47.58,62.14,56.6,92.627,11.382,36.35,2.964,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000104,7906.0,54.86,47.58,62.14,54.095,97.937,11.366,36.116,2.962,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000105,7971.0,54.86,47.58,62.14,57.435,87.38,11.76,39.643,3.096,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000106,8035.0,54.86,47.58,62.14,55.167,92.347,11.261,38.105,2.686,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000107,8094.0,54.86,47.58,62.14,55.396,90.148,10.803,35.858,3.088,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000108,8145.0,54.86,47.58,62.14,55.066,93.308,10.781,39.381,2.888,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000109,8206.0,54.86,47.58,62.14,55.479,90.184,10.674,38.115,2.939,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000110,8275.0,54.86,47.58,62.14,53.042,85.578,10.568,35.609,3.31,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000111,8340.0,54.86,47.58,62.14,56.509,92.29,11.451,38.213,3.42,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000112,8395.0,54.86,47.58,62.14,52.407,91.922,10.692,38.749,3.265,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000113,8446.0,54.86,47.58,62.14,54.305,93.824,11.945,35.937,3.261,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000114,8499.0,54.86,47.58,62.14,53.453,101.131,11.926,37.782,3.277,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000115,8561.0,54.86,47.58,62.14,55.358,87.996,10.826,37.423,2.642,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000116,8616.0,54.86,47.58,62.14,53.35,88.284,10.855,38.084,3.002,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000117,8678.0,54.86,47.58,62.14,54.327,93.926,11.533,36.105,3.0,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000118,8738.0,54.86,47.58,62.14,52.19,95.779,12.203,36.919,3.293,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000119,8810.0,54.86,47.58,62.14,55.505,93.13,11.436,36.416,3.549,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000120,8871.0,54.86,47.58,62.14,51.839,94.295,10.938,34.052,3.216,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000121,8927.0,54.86,47.58,62.14,55.197,92.135,11.497,37.184,3.045,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000122,9245.0,54.86,47.58,62.14,56.262,93.248,11.002,36.454,3.309,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000123,9298.0,54.86,47.58,62.14,52.914,95.428,11.815,33.716,3.145,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000124,9377.0,54.86,47.58,62.14,55.11,96.167,11.022,36.787,3.402,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000125,9537.0,54.86,47.58,62.14,53.383,95.137,11.602,37.014,3.194,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000126,9640.0,54.86,47.58,62.14,53.43,92.065,11.492,38.044,2.991,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000127,9690.0,54.86,47.58,62.14,53.82,89.708,11.32,36.936,3.228,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000128,9735.0,54.86,47.58,62.14,51.223,100.633,11.556,37.333,3.094,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000129,9780.0,54.86,47.58,62.14,57.208,89.904,11.01,35.793,3.235,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000130,9832.0,54.86,47.58,62.14,54.517,93.758,12.081,38.872,2.551,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000131,9886.0,54.86,47.58,62.14,52.133,94.809,11.229,41.835,3.121,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000132,9949.0,54.86,47.58,62.14,52.281,101.894,10.951,37.441,3.021,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000133,10006.0,54.86,47.58,62.14,53.033,94.884,11.249,34.59,3.042,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000134,10064.0,54.86,47.58,62.14,56.428,91.067,11.202,37.153,2.829,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000135,10116.0,54.86,47.58,62.14,55.805,87.641,11.985,37.465,3.509,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000136,10172.0,54.86,47.58,62.14,57.075,96.977,11.512,36.122,3.074,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000137,10238.0,54.86,47.58,62.14,50.746,91.51,11.466,40.383,3.368,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000138,10299.0,54.86,47.58,62.14,53.142,92.887,11.193,38.823,2.812,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000139,10365.0,54.86,47.58,62.14,57.656,95.585,12.095,36.415,2.956,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000140,10426.0,54.86,47.58,62.14,54.679,91.023,11.773,38.185,3.398,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000141,10486.0,54.86,47.58,62.14,54.544,90.24,11.322,36.201,2.936,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000142,10536.0,54.86,47.58,62.14,54.377,95.726,12.492,37.857,3.01,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000143,10599.0,54.86,47.58,62.14,50.164,93.79,11.016,37.882,3.23,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000144,10666.0,54.86,47.58,62.14,52.556,92.474,10.695,39.244,3.515,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000145,10729.0,54.86,47.58,62.14,53.963,93.984,11.886,40.017,3.24,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000146,10779.0,54.86,47.58,62.14,55.903,87.481,11.58,38.795,3.172,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000147,10845.0,54.86,47.58,62.14,55.485,92.787,11.445,37.282,2.998,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000148,10904.0,54.86,47.58,62.14,56.573,93.048,11.774,36.152,3.444,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000149,11172.0,54.86,47.58,62.14,57.053,93.767,11.587,38.329,3.342,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000150,11242.0,54.86,47.58,62.14,58.56,91.887,11.817,35.14,3.006,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000151,11309.0,54.86,47.58,62.14,55.064,88.355,11.604,36.379,2.949,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000152,11371.0,54.86,47.58,62.14,51.384,91.974,11.192,40.949,3.01,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000153,11420.0,54.86,47.58,62.14,55.905,89.013,11.143,39.261,2.788,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000154,11483.0,54.86,47.58,62.14,57.733,92.392,11.402,34.562,3.367,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000155,11534.0,54.86,47.58,62.14,56.438,94.841,11.818,35.671,3.113,OK
L1_run_001,S07,L1_run_001-TS07,PF103,V000156,11609.0,54.86,47.58,62.14,57.225,91.177,12.344,38.919,3.236,OK
